postal_code_searched,name,address,lat,lng
66647,7 - Eleven,"Av. Valterra, 66648 Cdad. Apodaca, N.L., Mexico",25.724892,-100.162421
66647,7-Eleven,"Eje Metropolitano 41, 66643 Monterrey, N.L., Mexico",25.7481326,-100.1291395
66647,7-Eleven,"Avenida Ruiz Cortines & Bahía Central 67258, 67258 Cdad. Benito Juárez, N.L., Mexico",25.6977989,-100.1108609
66647,7-Eleven,"Av. Concordia, 66637 Cdad. Apodaca, N.L., Mexico",25.7499934,-100.1795689
66647,7-Eleven,"Jacinto Cenobio 537, 66673 Pesquería, N.L., Mexico",25.749027,-100.09642
66647,7 ELEVEN,"Av Balcones de San Miguel con Blvd Acapulco SUPER 7, Lomas de San Miguel, 67113 Guadalupe, N.L., Mexico",25.7214057,-100.1855922
67150,7-Eleven,"Lagrange. Av. López Mateos S/N, 66495 San Nicolás de los Garza, N.L., Mexico",25.718987,-100.265674
67150,7-Eleven,"Benito Juárez 701, Centro de Guadalupe, 67100 Guadalupe, N.L., Mexico",25.6798886,-100.2659641
67150,7-Eleven,"Av. José Alvarado 2601, Buenos Aires, 64810 Monterrey, N.L., Mexico",25.660143,-100.287207
67150,7-Eleven,"La Primav. Era, Av. Ricardo Covarrubias 3556-3ER SECTOR, La Primavera, 64850 Monterrey, N.L., Mexico",25.6525005,-100.2780693
67150,7-Eleven,"Isaac Garza 518, Obrera, 64010 Monterrey, N.L., Mexico",25.6778349,-100.2907645
67150,7-Eleven,"Av. Ricardo Covarrubias 2805, Narvarte, 64830 Monterrey, N.L., Mexico",25.6524556,-100.2827553
67150,7-Eleven,"Av. Revolución 702, Buenos Aires, 64820 Guadalupe, N.L., Mexico",25.6630487,-100.2838931
67150,7-Eleven,"Prof. Antonio Coello E. 420, Obrera, 64010 Monterrey, N.L., Mexico",25.6764785,-100.2913412
67150,7-Eleven,"Av. Chapultepec 2420, Valle del Huajuco, 64820 Monterrey, N.L., Mexico",25.6661691,-100.2714653
67150,7-Eleven,"Adolfo Ruiz Cortinez 106, Industrias del Vidrio 1er Sector, 66490 San Nicolás de los Garza, N.L., Mexico",25.7032256,-100.2674752
67150,7-Eleven,"Av. Los Angeles 2908, Sin Nombre de Col 35, 66484 Monterrey, N.L., Mexico",25.7088311,-100.2768422
67150,7-Eleven,"Av. Ignacio Morones Prieto 1000-Ote, Buenos Aires, 64810 Monterrey, N.L., Mexico",25.6698489,-100.2892196
67150,7-Eleven,"Mirto 2600, Moderna, 67760 Monterrey, N.L., Mexico",25.6970708,-100.2871825
67150,7-Eleven,"Constitución 3904, Sin Nombre de Col 21, 64590 Monterrey, N.L., Mexico",25.682771,-100.2655552
67150,7-Eleven,"Prol Madero 4221-1, Sin Nombre de Col 21, 64590 Monterrey, N.L., Mexico",25.6848455,-100.272885
67150,7-Eleven,"Av. José Alvarado S/N, Residencial La Española, 64810 Monterrey, N.L., Mexico",25.660289,-100.275477
67150,7-Eleven,"P.º de las Américas 702, Contry La Silla 9o Sector, 67173 Monterrey, N.L., Mexico",25.6511144,-100.2659817
67150,7-Eleven,"Av. Del Estado 200, Tecnológico, 64700 Monterrey, N.L., Mexico",25.651034,-100.29252
67150,7-Eleven,"Nogalar 305-1, Antiguo Nogalar, 66484 San Nicolás de los Garza, N.L., Mexico",25.7188778,-100.2832685
67150,7-Eleven,"Alta Vista. Av. Junco De La Vega L-Abc, 64700 Monterrey, N.L., Mexico",25.647877,-100.284317
67150,7-Eleven,"Av. Nogalar Sur 302-4° Sector, Futuro Nogalar, 66480 San Nicolás de los Garza, N.L., Mexico",25.712926,-100.2803846
67150,7-Eleven,"Av. Eugenio Garza Sada 2762, Tecnológico, 64700 Monterrey, N.L., Mexico",25.6476743,-100.2905928
67150,7-Eleven,"Helechos 2400, Villa Florida, 64810 Monterrey, N.L., Mexico",25.6566325,-100.2898682
67150,7-Eleven,"Antonio, Leonides Villarreal 1320, Madero, 64560 Monterrey, N.L., Mexico",25.6855369,-100.277782
67174,7-Eleven,"Av. Eugenio Garza Sada 1400, Nuevo Repueblo, 64700 Monterrey, N.L., Mexico",25.6632932,-100.2974763
67174,7-Eleven,"Florencio Antillón 492-Ote, Centro, 64000 Monterrey, N.L., Mexico",25.6694369,-100.3018061
67174,7-Eleven,"Padre Mier 1052, Centro, 64000 Monterrey, N.L., Mexico",25.6661872,-100.3039312
67174,7-Eleven,"C. Diego de Montemayor 200, Centro, 64000 Monterrey, N.L., Mexico",25.6760718,-100.3047457
67174,7-Eleven,"C. 2 de Abril - Jesús Dionisio González 1830, Nuevo Repueblo, 64700 Monterrey, N.L., Mexico",25.6564592,-100.2994967
67174,7-Eleven,"Sendero Sur 203, Contry, 64860 Guadalupe, N.L., Mexico",25.627184,-100.2758078
67174,7-Eleven,"Agrónomos 504, Tecnológico, 64700 Monterrey, N.L., Mexico",25.6463585,-100.29249
67174,7-Eleven,"Av. Félix U. Gómez 622, Centro, 64000 Monterrey, N.L., Mexico",25.6794687,-100.2976964
67174,7-Eleven,"Eugenio Garza Sada 4306, Las Brisas 1o. Sector, 64799 Monterrey, N.L., Mexico",25.6239182,-100.2755556
67174,7-Eleven,"Calle Gral. Aarón Sáenz 6008, Mederos, 64950 Monterrey, N.L., Mexico",25.6112043,-100.2714216
67174,7-Eleven,"Agrónomos 204, Tecnológico, 64700 Monterrey, N.L., Mexico",25.6484332,-100.2930932
67174,7-Eleven,"Alejandría 155, Roma, 64700 Monterrey, N.L., Mexico",25.6564257,-100.2934118
67174,7-Eleven,"Dr. José Ma. Coss 931, Barrio Antiguo, Centro, 64000 Monterrey, N.L., Mexico",25.6668644,-100.3089661
67174,7-Eleven,"P.º del Acueducto 2801, 64910 Monterrey, N.L., Mexico",25.619836,-100.296005
67174,7-Eleven,"Cam. Al Mirador 5360, Jardines del Paseo 2o. Sector, 64920 Monterrey, N.L., Mexico",25.6239026,-100.3000754
